"Player.name","position","Games","At.bat","Runs","Hits","Double..2B.","third.baseman","home.run","run.batted.in","a.walk","Strikeouts","stolen.base","Caught.stealing","AVG","On.base.Percentage","Slugging.Percentage","On.base.Plus.Slugging","Total_Bases","ISO","BB_K_Ratio","sb.attempts","SBSR","PA","totalRuns","OBP","SLG","AB_per_HR"
"B Hunter","CF",1000,3347,500,882,146,28,25,241,243,581,260,61,0.264,0.313,0.346,0.659650724508623,1159,0.082,0.418244406196213,321,80.9968847352025,3590,741,0.313370473537604,0.346280250971019,133.88
"J Sandberg","3B",196,630,83,139,38,2,25,92,65,236,4,2,0.221,0.297,0.406,0.699874386205321,256,0.185,0.275423728813559,6,66.6666666666667,695,175,0.293525179856115,0.406349206349206,25.2
"G Hopkins","1B",514,1219,142,324,47,6,25,145,160,83,6,4,0.266,0.352,0.376,0.726696771744931,458,0.11,1.92771084337349,10,60,1379,287,0.35097897026831,0.37571780147662,48.76
"A Bohm","3B",314,1137,151,316,51,3,25,145,79,259,7,4,0.278,0.325,0.394,0.718854875480257,448,0.116,0.305019305019305,11,63.6363636363636,1216,296,0.324835526315789,0.394019349164468,45.48
"D Hocking","SS",954,2358,294,591,112,17,25,226,205,442,36,27,0.251,0.31,0.344,0.654933173427424,812,0.093,0.463800904977376,63,57.1428571428571,2563,520,0.310573546625049,0.344359626802375,94.32
"J Willard","C",346,783,82,195,29,1,25,114,83,161,1,1,0.249,0.32,0.384,0.705435067942036,301,0.135,0.515527950310559,2,50,866,196,0.321016166281755,0.384418901660281,31.32
"W Herzog","RF",634,1614,213,414,60,20,25,172,241,261,13,18,0.257,0.354,0.365,0.718031576802707,589,0.108,0.923371647509579,31,41.9354838709677,1855,385,0.353099730458221,0.364931846344486,64.56
"V Wilson","C",403,953,104,238,42,2,25,129,46,189,2,8,0.25,0.302,0.377,0.660989425942207,359,0.127,0.243386243386243,10,20,999,233,0.284284284284284,0.376705141657922,38.12
"C Martinez","1B",465,1485,145,383,63,6,25,161,74,209,10,10,0.258,0.293,0.359,0.652059184964894,533,0.101,0.354066985645933,20,50,1559,306,0.293136626042335,0.358922558922559,59.4
"F Hatfield","3B",722,2039,259,493,67,10,25,165,248,247,15,14,0.242,0.332,0.321,0.645241146999492,655,0.079,1.00404858299595,29,51.7241379310345,2287,424,0.324005247048535,0.321235899950956,81.56
"M Brouhard","LF",304,909,108,235,40,7,25,104,53,183,2,11,0.259,0.305,0.4,0.6998163433807,364,0.141,0.289617486338798,13,15.3846153846154,962,212,0.299376299376299,0.4004400440044,36.36
"B Neis","CF",680,1825,297,496,84,18,25,210,201,186,46,39,0.272,0.346,0.379,0.722657777657575,691,0.107,1.08064516129032,85,54.1176470588235,2026,507,0.344027640671273,0.378630136986301,73
"S Brodie","CF",193,5699,886,1727,191,89,25,900,420,148,289,0,0.303,0.365,0.381,0.731818351137831,2171,0.078,2.83783783783784,289,100,6119,1786,0.35087432587024,0.380944025267591,227.96
"G Cutshaw","2B",1515,5621,629,1487,195,89,25,653,300,242,271,68,0.265,0.305,0.344,0.646051923474055,1935,0.079,1.2396694214876,339,79.9410029498525,5921,1282,0.301807127174464,0.344244796299591,224.84
"T Sledge","LF",291,705,81,174,32,7,25,100,82,151,6,6,0.247,0.327,0.418,0.743725612118918,295,0.171,0.543046357615894,12,50,787,181,0.325285895806862,0.418439716312057,28.2
"L Sakata","2B",564,1289,163,296,46,4,25,109,97,158,30,17,0.23,0.286,0.33,0.613262739329458,425,0.1,0.613924050632911,47,63.8297872340426,1386,272,0.283549783549784,0.329712955779674,51.56
"B Nahorodny","C",308,844,74,203,41,3,25,109,56,118,1,4,0.241,0.29,0.385,0.672848867825171,325,0.144,0.474576271186441,5,20,900,183,0.287777777777778,0.385071090047393,33.76
"R Ur?as","3B",216,702,88,185,34,1,25,94,60,185,2,2,0.264,0.33,0.422,0.743174731363708,296,0.158,0.324324324324324,4,50,762,182,0.321522309711286,0.421652421652422,28.08
"F Baumholtz","RF",1019,3477,450,1010,165,51,25,272,258,258,30,20,0.29,0.342,0.389,0.728332253373575,1352,0.099,1,50,60,3735,722,0.339491298527443,0.388840954846132,139.08
"W Weiss","SS",1495,4686,623,1207,182,31,25,386,658,658,96,35,0.258,0.351,0.326,0.674640395904733,1526,0.068,1,131,73.2824427480916,5344,1009,0.348989520958084,0.32565087494665,187.44
"C Herrmann","C",370,887,108,182,34,7,25,103,94,272,10,1,0.205,0.282,0.344,0.625201259097601,305,0.139,0.345588235294118,11,90.9090909090909,981,211,0.281345565749235,0.343855693348365,35.48
"J Gibbs","C",537,1639,157,382,53,8,25,146,120,231,28,22,0.233,0.289,0.321,0.606316820563018,526,0.088,0.519480519480519,50,56,1759,303,0.285389425810119,0.320927394752898,65.56
"B Gates","2B",685,2329,268,616,119,11,25,279,225,349,18,13,0.264,0.327,0.357,0.686522257074583,832,0.093,0.644699140401146,31,58.0645161290323,2554,547,0.329287392325763,0.357234864748819,93.16
"J McEwing","2B",754,1767,217,443,89,10,25,158,113,352,33,20,0.251,0.302,0.355,0.650583390528483,627,0.104,0.321022727272727,53,62.2641509433962,1880,375,0.295744680851064,0.354838709677419,70.68
"J Bates","CF",1097,3913,565,1087,167,73,25,417,503,190,187,0,0.278,0.367,0.377,0.737002980588673,1475,0.099,2.64736842105263,187,100,4416,982,0.360054347826087,0.376948632762586,156.52
"C Motton","LF",316,567,85,121,20,1,25,89,86,116,5,7,0.213,0.319,0.384,0.701478186419483,218,0.171,0.741379310344828,12,41.6666666666667,653,174,0.316998468606432,0.384479717813051,22.68
"N Liriano","2B",823,2216,296,576,105,27,25,240,212,300,59,30,0.26,0.324,0.366,0.690070417928024,810,0.106,0.706666666666667,89,66.2921348314607,2428,536,0.324546952224053,0.365523465703971,88.64
"T Foli","SS",1696,6047,576,1515,241,20,25,501,265,399,81,55,0.251,0.283,0.309,0.591412159461489,1871,0.058,0.664160401002506,136,59.5588235294118,6312,1077,0.282002534854246,0.309409624607243,241.88
"J Moses","C",386,1072,89,269,48,8,25,109,63,184,1,4,0.251,0.295,0.381,0.673108028141232,408,0.13,0.342391304347826,5,20,1135,198,0.292511013215859,0.380597014925373,42.88
"C Wells","RF",277,688,92,158,31,4,25,81,57,201,6,4,0.23,0.299,0.395,0.683939441236148,272,0.165,0.283582089552239,10,60,745,173,0.288590604026846,0.395348837209302,27.52
"J Walton","OF",598,1573,241,423,77,8,25,132,138,280,58,29,0.269,0.333,0.376,0.703593627561536,591,0.107,0.492857142857143,87,66.6666666666667,1711,373,0.327878433664524,0.375715193897012,62.92
"B Holt","3B",753,2367,316,621,127,17,25,234,233,508,41,15,0.262,0.332,0.362,0.690523219914855,857,0.1,0.458661417322835,56,73.2142857142857,2600,550,0.328461538461538,0.362061681453316,94.68
"J Doyle","1B",417,6039,971,1806,315,64,25,967,437,132,516,0,0.299,0.351,0.385,0.73118770098539,2324,0.086,3.31060606060606,516,100,6476,1938,0.346355775169858,0.384831925815532,241.56
"J Walsh","3B",257,1571,178,447,84,14,25,212,101,197,45,0,0.285,0.332,0.404,0.731315804701848,634,0.119,0.512690355329949,45,100,1672,390,0.327751196172249,0.403564608529599,62.84
"M de la Hoz","3B",494,1114,116,280,42,5,25,115,56,130,2,3,0.251,0.29,0.365,0.652529576946094,407,0.114,0.430769230769231,5,40,1170,231,0.287179487179487,0.365350089766607,44.56
"G Decker","LF",701,2727,420,753,98,49,25,415,173,124,112,0,0.276,0.324,0.376,0.694814561915962,1024,0.1,1.39516129032258,112,100,2900,835,0.319310344827586,0.375504217088376,109.08
"B Kuehne","3B",1087,4284,536,996,145,115,25,404,137,260,150,0,0.232,0.258,0.338,0.593811874444417,1446,0.106,0.526923076923077,150,100,4421,940,0.256276860438815,0.337535014005602,171.36
"G Shuba","LF",355,814,106,211,45,4,24,125,120,122,5,5,0.259,0.358,0.413,0.767166134403822,336,0.154,0.983606557377049,10,50,934,231,0.354389721627409,0.412776412776413,33.9166666666667
"R Knorr","C",253,676,82,153,27,3,24,88,47,161,0,1,0.226,0.278,0.382,0.658281977624461,258,0.156,0.291925465838509,1,0,723,170,0.276625172890733,0.381656804733728,28.1666666666667
"P Castiglione","3B",545,1670,205,426,62,11,24,150,103,126,10,6,0.255,0.3,0.349,0.646867348213894,582,0.094,0.817460317460317,16,62.5,1773,355,0.298364354201918,0.348502994011976,69.5833333333333
"H King","C",322,683,67,146,26,3,24,82,104,158,1,0,0.214,0.325,0.366,0.683694218458442,250,0.152,0.658227848101266,1,100,787,149,0.317662007623888,0.366032210834553,28.4583333333333
"E Cartwright","1B",495,1902,348,562,100,44,24,333,202,128,144,0,0.295,0.368,0.432,0.795294526873853,822,0.137,1.578125,144,100,2104,681,0.363117870722433,0.43217665615142,79.25
"G Sutherland","2B",1031,3104,308,754,109,10,24,239,207,219,11,24,0.243,0.291,0.308,0.597912164855044,955,0.065,0.945205479452055,35,31.4285714285714,3311,547,0.290244639081848,0.307667525773196,129.333333333333
"E Waitkus","1B",1140,4254,528,1214,215,44,24,373,372,204,28,8,0.285,0.344,0.374,0.716375584861917,1589,0.089,1.82352941176471,36,77.7777777777778,4626,901,0.342844790315607,0.373530794546309,177.25
"R Wilson","C",602,1765,206,455,84,8,24,189,215,163,25,12,0.258,0.338,0.355,0.693624631584972,627,0.097,1.31901840490798,37,67.5675675675676,1980,395,0.338383838383838,0.355240793201133,73.5416666666667
"F Mej?a","C",306,877,104,211,51,5,24,100,45,202,1,1,0.241,0.289,0.392,0.669903560996,344,0.151,0.222772277227723,2,50,922,204,0.27765726681128,0.392246294184721,36.5416666666667
"S Ontiveros","3B",732,2193,230,600,111,10,24,224,309,290,5,6,0.274,0.365,0.366,0.72947442319742,803,0.092,1.06551724137931,11,45.4545454545455,2502,454,0.363309352517986,0.366165070679435,91.375
"W Johnson","P",937,2324,241,547,94,41,24,255,110,251,13,4,0.235,0.274,0.342,0.612008663837178,795,0.107,0.438247011952191,17,76.4705882352941,2434,496,0.269926047658176,0.342082616179002,96.8333333333333
"A Melhuse","C",311,735,76,172,40,1,24,98,57,193,1,2,0.234,0.29,0.389,0.678257060399918,286,0.155,0.295336787564767,3,33.3333333333333,792,174,0.289141414141414,0.389115646258503,30.625
"J Stripp","3B",1147,4211,575,1238,219,43,24,464,280,226,50,0,0.294,0.34,0.384,0.721528706110075,1615,0.09,1.23893805309735,50,100,4491,1039,0.338009352037408,0.383519354072667,175.458333333333
"B McCosky","CF",1170,4172,664,1301,214,71,24,397,497,261,58,31,0.312,0.386,0.414,0.799522697903206,1729,0.102,1.90421455938697,89,65.1685393258427,4669,1061,0.385093167701863,0.414429530201342,173.833333333333
"C Gimenez","C",391,927,118,202,43,1,24,89,115,261,5,3,0.218,0.307,0.344,0.648343468601374,319,0.126,0.440613026819923,8,62.5,1042,207,0.304222648752399,0.344120819848975,38.625
"C Febles","2B",506,1656,255,414,65,18,24,146,163,297,68,20,0.25,0.328,0.354,0.671675855768286,587,0.104,0.548821548821549,88,77.2727272727273,1819,401,0.317207256734469,0.354468599033816,69
"A Wilson","C",581,2056,237,536,96,22,24,226,292,289,50,0,0.261,0.357,0.364,0.716453774716789,748,0.103,1.01038062283737,50,100,2348,463,0.352640545144804,0.363813229571984,85.6666666666667
"S O'Brien","3B",378,1052,135,242,35,8,24,100,60,155,5,9,0.23,0.273,0.347,0.618540908717893,365,0.117,0.387096774193548,14,35.7142857142857,1112,235,0.27158273381295,0.346958174904943,43.8333333333333
"M Bailey","C",340,949,101,209,37,1,24,101,166,222,2,5,0.22,0.337,0.337,0.673519919480974,320,0.117,0.747747747747748,7,28.5714285714286,1115,202,0.336322869955157,0.337197049525817,39.5416666666667
"M Kelly","LF",327,684,111,165,45,6,22,86,54,187,30,11,0.241,0.3,0.421,0.717800599058622,288,0.18,0.288770053475936,41,73.1707317073171,738,197,0.296747967479675,0.421052631578947,31.0909090909091
"K Orie","3B",316,1015,117,253,64,6,22,116,94,163,5,3,0.249,0.32,0.389,0.702057061125498,395,0.14,0.576687116564417,8,62.5,1109,233,0.312894499549143,0.389162561576355,46.1363636363636
"K Plawecki","C",449,1268,119,298,63,3,22,137,119,278,2,2,0.235,0.313,0.341,0.642131532322444,433,0.106,0.428057553956835,4,50,1387,256,0.300648882480173,0.341482649842271,57.6363636363636
"E Kasko","SS",1077,3546,411,935,146,13,22,261,265,353,31,31,0.264,0.317,0.331,0.645673247048241,1173,0.067,0.75070821529745,62,50,3811,672,0.314877984780897,0.330795262267343,161.181818181818
"J Keenan","C",523,1873,254,452,61,36,22,208,177,111,41,0,0.241,0.314,0.348,0.654400010417616,651,0.107,1.59459459459459,41,100,2050,462,0.306829268292683,0.347570742124933,85.1363636363636
"J Rojas","3B",324,1133,161,288,64,4,22,118,138,293,37,10,0.254,0.334,0.376,0.71116209724293,426,0.122,0.47098976109215,47,78.7234042553192,1271,279,0.335169158143194,0.375992939099735,51.5
"E Wilson","2B",555,1406,155,343,73,5,22,141,89,169,14,19,0.244,0.288,0.35,0.638892086947007,492,0.106,0.526627218934911,33,42.4242424242424,1495,296,0.288963210702341,0.349928876244666,63.9090909090909
"J Johnston","3B",1379,5070,754,1493,185,75,22,410,391,246,169,83,0.294,0.347,0.374,0.718561779474827,1894,0.08,1.58943089430894,252,67.0634920634921,5461,1164,0.344991759750961,0.373570019723866,230.454545454545
"F Schwindel","1B",145,528,67,142,31,1,22,79,35,101,2,1,0.269,0.314,0.456,0.770826605307067,241,0.187,0.346534653465347,3,66.6666666666667,563,146,0.314387211367673,0.456439393939394,24
"T Hutton","1B",952,1655,196,410,63,7,22,186,234,140,15,21,0.248,0.339,0.334,0.675060095096592,553,0.086,1.67142857142857,36,41.6666666666667,1889,382,0.340921122286924,0.334138972809668,75.2272727272727
"A LaRoche","3B",404,1184,133,267,53,6,22,113,121,208,8,3,0.226,0.304,0.336,0.633466656311484,398,0.11,0.581730769230769,11,72.7272727272727,1305,246,0.297318007662835,0.336148648648649,53.8181818181818
"M Stock","3B",1628,6249,839,1806,270,58,22,696,455,321,155,75,0.289,0.339,0.361,0.698599150565761,2258,0.072,1.41744548286604,230,67.3913043478261,6704,1535,0.337261336515513,0.361337814050248,284.045454545455
"B Howerton","CF",247,650,95,178,39,12,22,106,92,125,1,1,0.274,0.364,0.472,0.836189093924943,307,0.198,0.736,2,50,742,201,0.363881401617251,0.472307692307692,29.5454545454545
"G Bennett","C",587,1690,141,408,74,3,22,192,139,270,6,5,0.241,0.302,0.328,0.626881181232025,554,0.087,0.514814814814815,11,54.5454545454545,1829,333,0.299070530344451,0.327810650887574,76.8181818181818
"J Pe?a","SS",140,536,75,136,21,2,22,64,23,140,12,3,0.254,0.292,0.424,0.707943956425386,227,0.17,0.164285714285714,15,80,559,139,0.284436493738819,0.423507462686567,24.3636363636364
"N Mathews","CF",306,978,93,218,39,14,22,98,88,248,8,12,0.223,0.288,0.359,0.645950114527101,351,0.136,0.354838709677419,20,40,1066,191,0.287054409005629,0.358895705521472,44.4545454545455
"J Buchek","2B",421,1177,96,259,35,11,22,108,75,312,5,11,0.22,0.269,0.325,0.591327113661472,382,0.105,0.240384615384615,16,31.25,1252,204,0.266773162939297,0.324553950722175,53.5
"B Brubaker","3B",479,1564,208,413,85,10,22,225,151,239,13,0,0.264,0.333,0.373,0.702264508287787,584,0.109,0.631799163179916,13,100,1715,433,0.328862973760933,0.373401534526854,71.0909090909091
"B Brown","3B",548,1619,233,452,62,14,22,237,214,88,9,10,0.279,0.367,0.376,0.738879245942971,608,0.097,2.43181818181818,19,47.3684210526316,1833,470,0.363338788870704,0.375540457072267,73.5909090909091
"J Hiatt","C",483,1142,110,287,51,5,22,154,224,295,0,1,0.251,0.374,0.363,0.736606810891478,414,0.112,0.759322033898305,1,0,1366,264,0.374084919472914,0.362521891418564,51.9090909090909
"C Hemphill","CF",1179,4541,580,1230,117,68,22,421,435,0,207,0,0.271,0.337,0.341,0.675720401330925,1549,0.07,Inf,207,100,4976,1001,0.334606109324759,0.341114292006166,206.409090909091
"R Nichols","CF",540,1160,156,308,63,8,22,131,99,149,27,21,0.266,0.326,0.391,0.713789679822519,453,0.125,0.664429530201342,48,56.25,1259,287,0.323272438443209,0.39051724137931,52.7272727272727
"M Newfield","LF",355,957,98,238,53,1,22,132,69,162,1,4,0.249,0.303,0.375,0.67435088941441,359,0.126,0.425925925925926,5,20,1026,230,0.299220272904483,0.375130616509927,43.5
"G Beckert","2B",1320,5208,685,1473,196,31,22,360,260,243,49,25,0.283,0.318,0.345,0.661980976877619,1797,0.062,1.06995884773663,74,66.2162162162162,5468,1045,0.31693489392831,0.345046082949309,236.727272727273
"E Ainsmith","C",1082,3048,299,707,108,54,22,317,263,315,86,16,0.232,0.296,0.324,0.617437916719184,989,0.092,0.834920634920635,102,84.3137254901961,3311,616,0.292962851102386,0.324475065616798,138.545454545455
"V Stallcup","SS",587,2059,171,497,99,13,22,214,51,181,9,4,0.241,0.26,0.334,0.593858427571476,688,0.093,0.281767955801105,13,69.2307692307692,2110,385,0.259715639810427,0.334142787761049,93.5909090909091
"D Dallessandro","LF",747,1945,242,520,110,23,22,303,310,150,16,1,0.267,0.369,0.381,0.749561956007501,742,0.114,2.06666666666667,17,94.1176470588235,2255,545,0.368070953436807,0.381491002570694,88.4090909090909
"A Mangual","CF",450,1241,122,304,44,8,22,125,59,187,5,8,0.245,0.279,0.346,0.625725531519246,430,0.101,0.315508021390374,13,38.4615384615385,1300,247,0.279230769230769,0.346494762288477,56.4090909090909
"N Santovenia","C",297,884,77,206,42,4,22,116,59,165,4,7,0.233,0.281,0.364,0.645271421236738,322,0.131,0.357575757575758,11,36.3636363636364,943,193,0.28101802757158,0.364253393665158,40.1818181818182
"B Sarni","C",390,1182,107,311,50,11,22,151,89,135,6,5,0.263,0.313,0.38,0.694577460757414,449,0.117,0.659259259259259,11,54.5454545454545,1271,258,0.3147128245476,0.379864636209814,53.7272727272727
"J Powell","LF",688,2540,353,689,116,26,22,327,173,219,65,35,0.271,0.32,0.363,0.681115277564134,923,0.092,0.789954337899543,100,65,2713,680,0.317729450792481,0.363385826771654,115.454545454545
"B Haas","1B",721,2440,263,644,93,32,22,263,204,188,51,0,0.264,0.323,0.355,0.67605404131842,867,0.091,1.08510638297872,51,100,2644,526,0.320726172465961,0.355327868852459,110.909090909091
"M Cummings","RF",460,1113,136,286,60,8,22,124,94,200,9,6,0.257,0.318,0.385,0.699376428753803,428,0.128,0.47,15,60,1207,260,0.314830157415079,0.384546271338724,50.5909090909091
"R Freel","CF",594,1983,306,532,100,17,22,122,222,350,143,48,0.268,0.354,0.369,0.711087783575357,732,0.101,0.634285714285714,191,74.869109947644,2205,428,0.341950113378685,0.369137670196672,90.1363636363636
"E Tipton","LF",501,1626,212,439,80,19,22,151,223,127,20,0,0.27,0.36,0.383,0.741180199795508,623,0.113,1.75590551181102,20,100,1849,363,0.358031368307193,0.383148831488315,73.9090909090909
"A Pilarcik","RF",668,1614,205,413,66,7,22,143,185,150,41,18,0.256,0.334,0.346,0.678751378467867,559,0.09,1.23333333333333,59,69.4915254237288,1799,348,0.332406892718177,0.34634448574969,73.3636363636364
"L Lopez","SS",721,1620,171,390,85,7,22,151,100,343,10,12,0.241,0.293,0.343,0.627476313522825,555,0.102,0.291545189504373,22,45.4545454545455,1720,322,0.284883720930233,0.342592592592593,73.6363636363636
"B Geren","C",307,765,62,178,21,1,22,76,49,179,0,1,0.233,0.283,0.349,0.627889386712916,267,0.116,0.273743016759777,1,0,814,138,0.278869778869779,0.349019607843137,34.7727272727273
"H Mueller","CF",693,2118,296,597,87,37,22,272,168,147,37,18,0.282,0.342,0.389,0.723691939357439,824,0.107,1.14285714285714,55,67.2727272727273,2286,568,0.334645669291339,0.3890462700661,96.2727272727273
"M Arnovich","LF",590,2013,234,577,104,12,22,261,185,139,17,0,0.287,0.35,0.383,0.729689231098858,771,0.096,1.33093525179856,17,100,2198,495,0.346678798908098,0.38301043219076,91.5
"R Goins","2B",556,1545,154,353,71,12,22,158,108,371,6,6,0.228,0.278,0.333,0.611572956495692,514,0.105,0.291105121293801,12,50,1653,312,0.278886872353297,0.332686084142395,70.2272727272727
"L Mouton","RF",328,805,96,225,43,2,22,116,71,209,9,4,0.28,0.339,0.42,0.757775319776511,338,0.14,0.339712918660287,13,69.2307692307692,876,212,0.337899543378995,0.419875776397516,36.5909090909091
"B Anderson","CF",355,799,108,181,47,1,22,80,65,208,13,14,0.227,0.29,0.37,0.655185301070783,296,0.143,0.3125,27,48.1481481481481,864,188,0.284722222222222,0.370463078848561,36.3181818181818
"R Freed","RF",344,717,49,176,27,2,22,109,95,166,1,4,0.245,0.334,0.381,0.714496980439846,273,0.136,0.572289156626506,5,20,812,158,0.333743842364532,0.380753138075314,32.5909090909091
"M Franco","1B",661,977,110,261,43,6,22,117,124,158,2,2,0.267,0.349,0.391,0.740674942385121,382,0.124,0.784810126582278,4,50,1101,227,0.349682107175295,0.390992835209826,44.4090909090909
"W Conroy","3B",1379,5061,605,1257,176,82,22,452,345,0,262,0,0.248,0.301,0.329,0.624928590398032,1663,0.081,Inf,262,100,5406,1057,0.296337402885683,0.328591187512349,230.045454545455
"J Lewis","RF",266,771,97,175,24,6,22,74,95,194,8,9,0.227,0.313,0.359,0.671051961550789,277,0.132,0.489690721649485,17,47.0588235294118,866,171,0.311778290993072,0.359273670557717,35.0454545454545
"J LeMaster","SS",1039,3191,320,709,109,19,22,229,241,564,94,51,0.222,0.277,0.289,0.565744163910883,922,0.067,0.427304964539007,145,64.8275862068965,3432,549,0.276806526806527,0.288937637104356,145.045454545455
"S Collins","RF",1803,6390,747,1687,310,133,22,709,331,405,225,83,0.264,0.306,0.364,0.664728681899794,2329,0.1,0.817283950617284,308,73.0519480519481,6721,1456,0.300252938550811,0.364475743348983,290.454545454545
"G Rosen","CF",551,1916,310,557,71,34,22,197,218,166,12,0,0.291,0.364,0.398,0.760871309135519,762,0.107,1.31325301204819,12,100,2134,507,0.363167760074977,0.397703549060543,87.0909090909091
"F Vaughn","C",915,3454,474,946,147,53,21,525,151,128,92,0,0.274,0.307,0.365,0.669673063934396,1262,0.091,1.1796875,92,100,3605,999,0.304299583911234,0.365373480023162,164.47619047619
"Q McCracken","CF",999,2462,359,675,118,32,21,244,229,445,89,44,0.274,0.336,0.374,0.709614531816347,920,0.1,0.514606741573034,133,66.9172932330827,2691,603,0.335934596804162,0.373679935012185,117.238095238095
"J Stallings","C",365,1107,108,270,48,1,21,128,115,266,1,1,0.244,0.319,0.346,0.661037409610321,383,0.102,0.432330827067669,2,50,1222,236,0.31505728314239,0.345980126467931,52.7142857142857
"J Dyson","CF",992,2513,387,612,83,38,21,185,242,478,266,49,0.244,0.314,0.332,0.641856105059498,834,0.088,0.506276150627615,315,84.4444444444444,2755,572,0.309981851179673,0.331874253879825,119.666666666667
"A Amarista","SS",702,1750,171,404,67,16,21,169,109,295,39,10,0.231,0.275,0.323,0.599383385844924,566,0.092,0.369491525423729,49,79.5918367346939,1859,340,0.275954814416353,0.323428571428571,83.3333333333333
"H S?nchez","C",347,783,60,186,38,0,21,120,34,207,0,1,0.238,0.273,0.367,0.635816798523083,287,0.129,0.164251207729469,1,0,817,180,0.269277845777234,0.366538952745849,37.2857142857143
"J Wohlford","OF",1220,3049,349,793,125,33,21,305,241,376,89,68,0.26,0.313,0.343,0.657676990113855,1047,0.083,0.640957446808511,157,56.687898089172,3290,654,0.314285714285714,0.34339127582814,145.190476190476
"D Schofield","SS",1322,3083,394,699,113,20,21,211,390,526,12,29,0.227,0.317,0.297,0.610350604202252,915,0.07,0.741444866920152,41,29.2682926829268,3473,605,0.313561762165275,0.296788842036977,146.809523809524
"J Lobat?n","C",419,1145,110,244,47,4,21,107,123,298,0,2,0.213,0.291,0.316,0.605589381896326,362,0.103,0.412751677852349,2,0,1268,217,0.289432176656151,0.316157205240175,54.5238095238095
"K Manwaring","C",1008,2982,248,733,111,20,21,278,243,505,10,19,0.246,0.311,0.318,0.620207758176969,947,0.072,0.481188118811881,29,34.4827586206897,3225,526,0.302635658914729,0.31757209926224,142
"J Harshman","P",258,424,46,76,7,0,21,65,72,119,0,0,0.179,0.294,0.344,0.642726719415703,146,0.165,0.605042016806723,0,0,496,111,0.298387096774194,0.344339622641509,20.1904761904762
"J White","CF",646,1196,155,303,50,9,21,109,148,174,57,28,0.253,0.337,0.363,0.698441730371078,434,0.11,0.850574712643678,85,67.0588235294118,1344,264,0.335565476190476,0.362876254180602,56.9523809523809
"B LaHair","1B",195,535,66,139,26,1,21,56,61,182,4,3,0.26,0.334,0.43,0.765477011854732,230,0.17,0.335164835164835,7,57.1428571428571,596,122,0.335570469798658,0.429906542056075,25.4761904761905
"B Smith","3B",258,826,88,192,29,4,21,107,70,268,11,9,0.232,0.297,0.354,0.645921610169492,292,0.122,0.261194029850746,20,55,896,195,0.292410714285714,0.353510895883777,39.3333333333333
"D Nen","1B",367,826,70,185,23,3,21,107,77,152,1,5,0.224,0.288,0.335,0.625495054150947,277,0.111,0.506578947368421,6,16.6666666666667,903,177,0.290143964562569,0.335351089588378,39.3333333333333
"T Satriano","C",674,1623,130,365,53,5,21,157,214,225,7,8,0.225,0.316,0.303,0.61771399228094,491,0.078,0.951111111111111,15,46.6666666666667,1837,287,0.31518780620577,0.302526186075169,77.2857142857143
"B Hallman","2B",264,6012,937,1634,234,81,21,769,425,283,200,0,0.272,0.325,0.348,0.668006563642432,2093,0.076,1.5017667844523,200,100,6437,1706,0.319869504427528,0.348137059214904,286.285714285714
"J Narron","C",392,840,64,177,23,2,21,96,67,127,0,0,0.211,0.27,0.318,0.586875885966294,267,0.107,0.52755905511811,0,0,907,160,0.269018743109151,0.317857142857143,40
"J Stafford","CF",568,2128,341,583,60,19,21,290,164,96,117,0,0.274,0.331,0.35,0.675540290516868,744,0.076,1.70833333333333,117,100,2292,631,0.325916230366492,0.349624060150376,101.333333333333
"B Pocoroba","C",596,1457,132,374,71,2,21,172,182,109,6,8,0.257,0.339,0.351,0.690638239246439,512,0.094,1.6697247706422,14,42.8571428571429,1639,304,0.339231238560098,0.351407000686342,69.3809523809524
"E Adrianza","2B",612,1358,183,325,75,9,21,149,126,297,19,8,0.239,0.309,0.354,0.658105704837858,481,0.115,0.424242424242424,27,70.3703703703704,1484,332,0.303908355795148,0.35419734904271,64.6666666666667
"F Santangelo","CF",665,1691,258,415,87,14,21,162,240,319,37,18,0.245,0.364,0.351,0.689882556722601,593,0.106,0.752351097178683,55,67.2727272727273,1931,420,0.339202485758674,0.350680070963927,80.5238095238095
"G Pinkney","3B",1163,4610,874,1212,170,56,21,539,526,135,296,0,0.263,0.345,0.338,0.676139673336442,1557,0.075,3.8962962962963,296,100,5136,1413,0.338395638629284,0.337744034707158,219.52380952381
"D Berg","SS",582,1600,190,430,91,6,21,163,133,308,8,7,0.269,0.328,0.373,0.697370167339873,596,0.104,0.431818181818182,15,53.3333333333333,1733,353,0.324870167339873,0.3725,76.1904761904762
"J Crooks","2B",794,2780,536,668,74,44,21,313,610,195,220,0,0.24,0.385,0.321,0.698214172025212,893,0.081,3.12820512820513,220,100,3390,849,0.376991150442478,0.321223021582734,132.380952380952
"E Scott","SS",1655,5837,553,1455,208,58,20,551,243,282,69,60,0.249,0.281,0.315,0.594335421494459,1839,0.066,0.861702127659574,129,53.4883720930233,6080,1104,0.279276315789474,0.315059105704985,291.85
"C Corpor?n","C",232,701,63,153,25,1,20,78,44,205,0,1,0.218,0.28,0.342,0.606797575850415,240,0.124,0.214634146341463,1,0,745,141,0.264429530201342,0.342368045649073,35.05
"B North","CF",1169,3900,640,1016,120,31,20,230,627,665,395,162,0.261,0.365,0.323,0.685497612614909,1258,0.062,0.942857142857143,557,70.9156193895871,4527,870,0.362933510050806,0.322564102564103,195
